taxid,name,rank
"2844253","Carltongylesvirus flopper","species"
"2696397","Escherichia phage flopper","genome"
"2844212","Carltongylesvirus mangalitsa","species"
"2589658","Escherichia phage Mangalitsa","genome"
"2732961","Faunusvirus","genus"
"2733973","Faunusvirus faunus","species"
"2182346","Erwinia phage Faunus","genome"
"2732962","Loessnervirus","genus"
"2845760","Loessnervirus SSEM1","species"
"2721760","Pantoea phage vB_PagM_SSEM1","genome"
"2733974","Loessnervirus Y2","species"
"1051676","Erwinia phage vB_EamM-Y2","genome"
"2842889","Myducvirus","genus"
"2845941","Myducvirus myduc","species"
"2650874","Proteus phage Myduc","genome"
"2843014","Sabourvirus","genus"
"2844175","Sabourvirus sv4HA13","species"
"2601675","Escherichia phage vB_EcoM_4HA13","genome"
"2732964","Suwonvirus","genus"
"2733976","Suwonvirus PM1","species"
"1399915","Pectobacterium phage PM1","genome"
"2733977","Suwonvirus PP101","species"
"1916414","Pectobacterium phage PP101","genome"
"2732963","Pahsextavirus","genus"
"2733975","Pahsextavirus pAh6C","species"
"1505227","Aeromonas phage pAh6-C","genome"
"2732965","Yushanvirus","genus"
"2733978","Yushanvirus Spp001","species"
"1445859","Shewanella phage Spp001","genome"
"2733979","Yushanvirus SppYZU05","species"
"1970795","Shewanella phage SppYZU05","genome"
"2731690","Demerecviridae","family"
"2560112","Cetovirus","genus"
"2060092","Cetovirus ceto","species"
"2570300","Vibrio phage Ceto","genome"
"2736261","Vibrio phage AG74","species"
"2948922","Thalassavirus","genus"
"2956506","Thalassavirus achelous","species"
"2576872","Vibrio phage Achelous","genome"
"2736262","Vibrio phage Athena","species"
"2735171","Vibrio phage Bennett","species"
"2956509","Thalassavirus brizo","species"
"2590896","Vibrio phage Brizo","genome"
"2712961","Vibrio phage Chester","species"
"2736263","Vibrio phage Cody","species"
"2801534","Vibrio phage Gary","species"
"2956513","Thalassavirus pontus","species"
"2590874","Vibrio phage Pontus","genome"
"2736265","Vibrio phage Quinn","species"
"2736288","Vibrio phage River4","species"
"2560156","Jesfedecavirus","genus"
"2560832","Jesfedecavirus JSF10","species"
"1983593","Vibrio phage JSF10","genome"
"2733980","Jesfedecavirus JSF12","species"
"1983595","Vibrio phage JSF12","genome"
"2560836","Jesfedecavirus phi3","species"
"1589298","Vibrio phage phi 3","genome"
"2060093","Thalassavirus thalassa","species"
"2570301","Vibrio phage Thalassa","genome"
"2732016","Vipunavirus","genus"
"2560835","Vipunavirus pVp1","species"
"1150989","Vibrio phage pVp-1","genome"
"2732017","Epseptimavirus","genus"
"2846083","Epseptimavirus 100268sal2","species"
"1813783","Salmonella phage 100268_sal2","genome"
"1982565","Epseptimavirus 118970sal2","species"
"1813782","Salmonella phage 118970_sal2","genome"
"491003","Epseptimavirus EPS7","species"
"2886918","Escherichia phage Eps7","genome"
"2732023","Epseptimavirus LVR16A","species"
"2041204","Salmonella phage LVR16A","genome"
"2846095","Epseptimavirus OSYSTA","species"
"2596884","Salmonella phage OSY-STA","genome"
"2732024","Epseptimavirus S113","species"
"2231342","Salmonella phage S113","genome"
"2732025","Epseptimavirus S114","species"
"2231343","Salmonella phage S114","genome"
"2732026","Epseptimavirus S116","species"
"2231345","Salmonella phage S116","genome"
"2732027","Epseptimavirus S124","species"
"2231351","Salmonella phage S124","genome"
"2732028","Epseptimavirus S126","species"
"2231352","Salmonella phage S126","genome"
"2732029","Epseptimavirus S132","species"
"2231355","Salmonella phage S132","genome"
"2732030","Epseptimavirus S133","species"
"2231356","Salmonella phage S133","genome"
"2732031","Epseptimavirus S147","species"
"2231362","Salmonella phage S147","genome"
"2846098","Epseptimavirus SB13","species"
"2591135","Salmonella phage vB_SenS_SB13","genome"
"2846102","Epseptimavirus SE24","species"
"1647454","Salmonella phage SE24","genome"
"2732033","Epseptimavirus SH9","species"
"2025819","Salmonella phage SH9","genome"
"2732034","Epseptimavirus STG2","species"
"2480623","Salmonella phage STG2","genome"
"2732035","Epseptimavirus Sw2","species"
"2316014","Salmonella phage Sw2","genome"
"2846124","Epseptimavirus atrejo","species"
"2713277","Salmonella phage atrejo","genome"
"2846126","Epseptimavirus bastian","species"
"2713279","Salmonella phage bastian","genome"
"2846129","Epseptimavirus bombadil","species"
"2713285","Salmonella phage bombadil","genome"
"2846081","Epseptimavirus ev119","species"
"2653652","Salmonella phage 1-19","genome"
"2732021","Epseptimavirus ev123","species"
"2508061","Salmonella phage 1-23","genome"
"2846082","Epseptimavirus ev129","species"
"2601628","Salmonella phage 1-29","genome"
"2846085","Epseptimavirus ev23","species"
"2601697","Salmonella phage 2-3","genome"
"2732022","Epseptimavirus ev329","species"
"2508069","Salmonella phage 3-29","genome"
"2846131","Epseptimavirus faergetype","species"
"2713297","Salmonella phage faergetype","genome"
"2846132","Epseptimavirus fuchur","species"
"2713299","Salmonella phage fuchur","genome"
"2732019","Epseptimavirus mar003J3","species"
"2419761","Escherichia phage vB_Eco_mar003J3","genome"
"2846137","Epseptimavirus oselot","species"
"2713309","Salmonella phage oselot","genome"
"2846140","Epseptimavirus rokbiter","species"
"2713317","Salmonella phage rokbiter","genome"
"2732020","Epseptimavirus saus132","species"
"2024325","Escherichia phage saus132","genome"
"2732032","Epseptimavirus seafire","species"
"2483612","Salmonella phage Seafire","genome"
"2846117","Epseptimavirus sepoy","species"
"2565517","Salmonella phage Sepoy","genome"
"1540099","Epseptimavirus stitch","species"
"2732018","Haartmanvirus","genus"
"2732036","Haartmanvirus R201","species"
"1206557","Yersinia phage phiR2-01","genome"
"187218","Tequintavirus","genus"
"1112008","Tequintavirus AKFV33","species"
"2681605","Escherichia phage vB_EcoS_AKFV33","genome"
"2733986","Tequintavirus APCEc03","species"
"1655307","Escherichia phage phiAPCEc03","genome"
"10707","Tequintavirus BF23","species"
"2932881","Escherichia phage Bf23","genome"
"2733982","Tequintavirus DT5712","species"
"1567007","Escherichia phage DT571/2","genome"
"1567006","Tequintavirus DT57C","species"
"2049893","Tequintavirus FFH1","species"
"1446489","Escherichia phage vB_EcoS_FFH_1","genome"
"352889","Tequintavirus H8","species"
"2886919","Escherichia phage H8","genome"
"2844203","Tequintavirus HdH2","species"
"2508174","Escherichia phage vB_EcoS_HdH2","genome"
"2846093","Tequintavirus L6jm","species"
"2713222","Salmonella phage L6jm","genome"
"2733987","Tequintavirus LLS","species"
"1965465","Escherichia phage phiLLS","genome"
"2712970","Tequintavirus NBEco001","species"
"2712971","Tequintavirus NBEco002","species"
"2712977","Tequintavirus NBSal003","species"
"2712979","Tequintavirus NBSal005","species"
"2733988","Tequintavirus NR01","species"
"1647411","Salmonella phage NR01","genome"
"2733985","Tequintavirus OSYSP","species"
"2020879","Escherichia phage OSYSP","genome"
"2733989","Tequintavirus S131","species"
"2231354","Salmonella phage S131","genome"
"2846099","Tequintavirus SE11","species"
"2592195","Salmonella phage SE11","genome"
"2733992","Tequintavirus SHSML45","species"
"1863010","Shigella phage SHSML-45","genome"
"2733990","Tequintavirus SP01","species"
"1920294","Salmonella phage SP01","genome"
"2844232","Tequintavirus SP15","species"
"2184265","Escherichia phage SP15","genome"
"2733991","Tequintavirus SP3","species"
"2053625","Salmonella phage SP3","genome"
"977927","Tequintavirus SPC35","species"
"2733993","Tequintavirus SSP1","species"
"1983588","Shigella phage SSP1","genome"
"10726","Tequintavirus T5","species"
"2695836","Escherichia phage T5","genome"
"2846119","Tequintavirus Th1","species"
"2589656","Salmonella phage Th1","genome"
"2608320","Tequintavirus VEc33","species"
"2592163","Tequintavirus VSe12","species"
"2733981","Tequintavirus chee24","species"
"2024330","Escherichia phage chee24","genome"
"2844254","Tequintavirus fp01","species"
"2315695","Escherichia phage fp01","genome"
"2733983","Tequintavirus gostya9","species"
"2182345","Escherichia phage Gostya9","genome"
"2733984","Tequintavirus mar004NP2","species"
"2419762","Escherichia phage vB_Eco_mar004NP2","genome"
"2846136","Tequintavirus oldekolle","species"
"2713308","Salmonella phage oldekolle","genome"
"1945575","Tequintavirus shivani","species"
"1572715","Salmonella phage Shivani","genome"
"1982564","Tequintavirus slur09","species"
"1728958","Escherichia phage slur09","genome"
"2732966","Hongcheonvirus","genus"
"2733994","Hongcheonvirus DUPPV","species"
"2041492","Pectobacterium phage DU_PP_V","genome"
"2560180","Myunavirus","genus"
"2560631","Myunavirus My1","species"
"1204539","Pectobacterium phage My1","genome"
"2560189","Novosibvirus","genus"
"2560651","Novosibvirus PM135","species"
"2048008","Proteus phage PM135","genome"
"2733995","Novosibvirus stubb","species"
"2315597","Proteus phage Stubb","genome"
"2732037","Pogseptimavirus","genus"
"2733996","Pogseptimavirus PG07","species"
"2301664","Vibrio phage vB_VpS_PG07","genome"
"2733997","Pogseptimavirus VspSw1","species"
"2484249","Vibrio phage VspSw_1","genome"
"2732038","Shenzhenvirus","genus"
"2733998","Shenzhenvirus AhSzq1","species"
"2138298","Aeromonas phage AhSzq-1","genome"
"2733999","Shenzhenvirus AhSzw1","species"
"2138299","Aeromonas phage AhSzw-1","genome"
"2560233","Sugarlandvirus","genus"
"2560539","Sugarlandvirus IME260","species"
"1912318","Klebsiella phage vB_Kpn_IME260","genome"
"2560546","Sugarlandvirus sugarland","species"
"2053603","Klebsiella phage Sugarland","genome"
"2731691","Drexlerviridae","family"
"2732061","Christensenvirus","genus"
"2734000","Christensenvirus IME542","species"
"2507711","Escherichia phage vB_EcoS_IME542","genome"
"2732062","Guelphvirus","genus"
"1945565","Guelphvirus ACGM12","species"
"1141140","Escherichia phage vB_EcoS_ACG-M12","genome"
"2734001","Guelphvirus EC3a","species"
"1933774","Escherichia phage vB_EcoS_CEB_EC3a","genome"
"2732063","Loudonvirus","genus"
"2734002","Loudonvirus DTL","species"
"2048061","Escherichia phage DTL","genome"
"1920864","Rtpvirus","genus"
"2734003","Rtpvirus IME253","species"
"1933412","Escherichia phage vB_EcoS-IME253","genome"
"355246","Rtpvirus Rtp","species"
"2843115","Veterinaerplatzvirus","genus"
"2844167","Veterinaerplatzvirus vv12210I","species"
"2576500","Escherichia phage vB_EcoS-12210I","genome"
"2560123","Eclunavirus","genus"
"2560414","Eclunavirus EcL1","species"
"2070180","Enterobacter phage Ec_L1","genome"
"2732048","Gyeonggidovirus","genus"
"2734028","Kyungwonvirus CS01","species"
"2496544","Cronobacter phage CS01","genome"
"2842730","Hicfunavirus","genus"
"2653507","Hicfunavirus HCF1","species"
"2842776","Jhansiroadvirus","genus"
"2846602","Jhansiroadvirus gwaliVC1","species"
"1480731","Vibrio phage Vc1","genome"
"2761539","Vibrio virus 2019VC1","species"
"2842816","Kyungwonvirus","genus"
"1073767","Kyungwonvirus Esp29491","species"
"2920894","Cronobacter phage ESP2949-1","genome"
"2732049","Nouzillyvirus","genus"
"2734029","Nouzillyvirus ESCO41","species"
"2496547","Escherichia phage vB_EcoS_ESCO41","genome"
"2732064","Eastlansingvirus","genus"
"2734004","Eastlansingvirus Sf12","species"
"2024315","Shigella phage Sf12","genome"
"2732065","Lindendrivevirus","genus"
"2734005","Lindendrivevirus EB49","species"
"1048207","Escherichia phage phiEB49","genome"
"1920866","Rogunavirus","genus"
"1920993","Rogunavirus AHP42","species"
"1416028","Escherichia phage vB_EcoS_AHP42","genome"
"1920994","Rogunavirus AHS24","species"
"1416030","Escherichia phage vB_EcoS_AHS24","genome"
"1920995","Rogunavirus AKS96","species"
"1416031","Escherichia phage vB_EcoS_AKS96","genome"
"2049889","Rogunavirus C119","species"
"1735565","Escherichia phage C119","genome"
"1920996","Rogunavirus E41c","species"
"1495286","Escherichia phage e4/1c","genome"
"2734006","Rogunavirus JLA23","species"
"1273706","Enterobacteria phage phiJLA23","genome"
"1920998","Rogunavirus Jk06","species"
"2886922","Escherichia phage Jk06","genome"
"1920999","Rogunavirus KP26","species"
"2886927","Escherichia phage phiKP26","genome"
"1921000","Rogunavirus rogue1","species"
"1147155","Enterobacteria phage vB_EcoS_Rogue1","genome"
"2732066","Wilsonroadvirus","genus"
"2734007","Wilsonroadvirus Sd1","species"
"2024313","Shigella phage Sd1","genome"
"2732050","Sauletekiovirus","genus"
"2734030","Sauletekiovirus AAS23","species"
"2499073","Pantoea phage vB_PagS_AAS23","genome"
"2842593","Changchunvirus","genus"
"2844228","Changchunvirus PHB17","species"
"2591407","Escherichia phage vB_EcoS_PHB17","genome"
"2844233","Changchunvirus W011D","species"
"2575323","Escherichia phage vB_EcoS_W011D","genome"
"2560145","Hanrivervirus","genus"
"2844197","Hanrivervirus G292","species"
"2508189","Escherichia phage vB_EcoS_G29-2","genome"
"2844227","Hanrivervirus PGN590","species"
"2714735","Escherichia phage PGN590","genome"
"2844239","Hanrivervirus aalborv","species"
"2696375","Escherichia phage aalborv","genome"
"2844240","Hanrivervirus aaroes","species"
"2696376","Escherichia phage aaroes","genome"
"2844242","Hanrivervirus damhaus","species"
"2696389","Escherichia phage damhaus","genome"
"2844243","Hanrivervirus egaa","species"
"2696393","Escherichia phage egaa","genome"
"2844255","Hanrivervirus grams","species"
"2696401","Escherichia phage grams","genome"
"2844256","Hanrivervirus haarsle","species"
"2696402","Escherichia phage haarsle","genome"
"2844205","Hanrivervirus henu8","species"
"2596677","Escherichia phage Henu8","genome"
"2844257","Hanrivervirus herni","species"
"2696404","Escherichia phage herni","genome"
"2736192","Hanrivervirus hv2019SD1","species"
"2560762","Hanrivervirus pSf1","species"
"2496551","Shigella phage pSf-1","genome"
"2846141","Hanrivervirus slyngel","species"
"2713321","Salmonella phage slyngel","genome"
"2844267","Hanrivervirus vojen","species"
"2696460","Escherichia phage vojen","genome"
"2842728","Henuseptimavirus","genus"
"2844204","Henuseptimavirus henu7","species"
"2589652","Escherichia phage Henu7","genome"
"1920865","Tlsvirus","genus"
"2734008","Tlsvirus DK2017","species"
"2267237","Citrobacter phage CF1 DK-2017","genome"
"2734010","Tlsvirus LL5","species"
"2233992","Escherichia phage LL5","genome"
"2734012","Tlsvirus PHB07","species"
"2136179","Salmonella phage vB_SenS_PHB07","genome"
"1173741","Tlsvirus SP126","species"
"245685","Tlsvirus TLS","species"
"2892339","Escherichia phage Tls","genome"
"2734014","Tlsvirus YSP2","species"
"2053686","Salmonella phage YSP2","genome"
"2734013","Tlsvirus phSE2","species"
"1837218","Salmonella phage phSE-2","genome"
"2734009","Tlsvirus sazh","species"
"2315629","Citrobacter phage Sazh","genome"
"1540096","Tlsvirus stevie","species"
"2885922","Citrobacter phage Stevie","genome"
"2734011","Tlsvirus tv36","species"
"1654889","Salmonella phage 36","genome"
"2732068","Warwickvirus","genus"
"2846198","Warwickvirus JK16","species"
"2591057","Shigella phage JK16","genome"
"2734018","Warwickvirus SECphi27","species"
"2496550","Escherichia phage SECphi27","genome"
"2844231","Warwickvirus SLUR29","species"
"2585737","Escherichia phage vB_Eco_SLUR29","genome"
"2844241","Warwickvirus atuna","species"
"2696385","Escherichia phage atuna","genome"
"2734016","Warwickvirus mar001J1","species"
"2419760","Escherichia phage vB_Eco_mar001J1","genome"
"2734019","Warwickvirus swan01","species"
"2496549","Escherichia phage vB_EcoS_swan01","genome"
"2844262","Warwickvirus tiwna","species"
"2696449","Escherichia phage tiwna","genome"
"2844263","Warwickvirus tonijn","species"
"2696450","Escherichia phage tonijn","genome"
"2844264","Warwickvirus tonn","species"
"2696451","Escherichia phage tonn","genome"
"2844265","Warwickvirus tonnikala","species"
"2696452","Escherichia phage tonnikala","genome"
"2844266","Warwickvirus tunus","species"
"2696456","Escherichia phage tunus","genome"
"2734015","Warwickvirus wv95","species"
"2026130","Escherichia phage vB_EcoS-95","genome"
"2732086","Badaguanvirus","genus"
"2734020","Badaguanvirus IME347","species"
"2496546","Escherichia phage vB_EcoS_IME347","genome"
"2560227","Sertoctavirus","genus"
"2560453","Sertoctavirus SRT8","species"
"2496545","Escherichia phage SRT8","genome"
"187217","Tunavirus","genus"
"1921004","Tunavirus ADB2","species"
"1216926","Escherichia phage ADB-2","genome"
"2734021","Tunavirus BIFF","species"
"2175169","Escherichia phage Eco_BIFF","genome"
"2844185","Tunavirus DELF2","species"
"2697005","Escherichia phage vB_EcoS-DELF2","genome"
"2734022","Tunavirus IME18","species"
"2163886","Enterobacteria phage vB_EcoS_IME18","genome"
"2734025","Tunavirus ISF001","species"
"2048005","Shigella phage vB_SflS-ISF001","genome"
"2560763","Tunavirus ISF002","species"
"2006922","Shigella phage vB_SsoS-ISF002","genome"
"2049887","Tunavirus JMPW1","species"
"1772219","Escherichia phage JMPW1","genome"
"2049888","Tunavirus JMPW2","species"
"1772218","Escherichia phage JMPW2","genome"
"1921005","Tunavirus PSf2","species"
"1572702","Shigella phage pSf-2","genome"
"2734023","Tunavirus SH2","species"
"1983554","Escherichia phage vB_EcoS_SH2","genome"
"2734027","Tunavirus SH6","species"
"1913048","Shigella phage SH6","genome"
"2734026","Tunavirus Sfin1","species"
"2024314","Shigella phage Sfin-1","genome"
"1002724","Tunavirus Shfl1","species"
"2919551","Shigella phage Shfl1","genome"
"1921008","Tunavirus T1","species"
"2492962","Escherichia phage T1","genome"
"2734024","Tunavirus tv008","species"
"2507846","Shigella phage vB_SsoS_008","genome"
"2608316","Shigella virus Sfin-3","species"
"2732051","Vilniusvirus","genus"
"2734031","Vilniusvirus NBD2","species"
"1852563","Escherichia phage vB_EcoS_NBD2","genome"
"1920860","Webervirus","genus"
"2734041","Klebsiella virus NJS2","species"
"2301688","Klebsiella phage NJS2","genome"
"1095076","Webervirus F20","species"
"2886900","Enterobacter phage F20","genome"
"2845080","Webervirus FZ10","species"
"2530029","Klebsiella phage vB_KpnS_FZ10","genome"
"2734032","Webervirus GHK3","species"
"2419608","Klebsiella phage GH-K3","genome"
"2845081","Webervirus IMGroot","species"
"2591375","Klebsiella phage vB_KpnS_IMGroot","genome"
"2845082","Webervirus JY917","species"
"2099585","Klebsiella phage JY917","genome"
"2845085","Webervirus KL","species"
"2608376","Klebsiella phage KL","genome"
"1981041","Webervirus KLPN1","species"
"1647408","Klebsiella phage KLPN1","genome"
"2845084","Webervirus KLPPOU149","species"
"2686209","Klebsiella phage vB_KpnS_15-38_KLPPOU149","genome"
"2734033","Webervirus KOX1","species"
"1970798","Klebsiella phage KOX1","genome"
"2845087","Webervirus KP1801","species"
"2678563","Klebsiella phage KP1801","genome"
"1920861","Webervirus KP36","species"
"1129191","Klebsiella phage KP36","genome"
"2734034","Webervirus KpCol1","species"
"2060945","Klebsiella phage GML-KpCol1","genome"
"2734035","Webervirus KpKT21phi1","species"
"2500828","Klebsiella phage KpKT21phi1","genome"
"2845094","Webervirus KpNIH2","species"
"2689114","Klebsiella phage PhiKpNIH-2","genome"
"2734037","Webervirus KpV522","species"
"1912320","Klebsiella phage vB_KpnS_KpV522","genome"
"2734036","Webervirus N141","species"
"2024239","Klebsiella phage KPN N141","genome"
"2734040","Webervirus NJS1","species"
"2268610","Klebsiella phage NJS1","genome"
"1981042","Webervirus PKP126","species"
"1654927","Klebsiella phage PKP126","genome"
"2734042","Webervirus TAH8","species"
"2301687","Klebsiella phage NJR15","genome"
"2301690","Klebsiella phage TAH8","genome"
"2734043","Webervirus TSK1","species"
"2301532","Klebsiella phage TSK1","genome"
"2845075","Webervirus alina","species"
"2591370","Klebsiella phage vB_KpnS_Alina","genome"
"2845077","Webervirus call","species"
"2591371","Klebsiella phage vB_KpnS_Call","genome"
"2845078","Webervirus domnhall","species"
"2591369","Klebsiella phage vB_KpnS_Domnhall","genome"
"2734038","Webervirus mezzogao","species"
"2026950","Klebsiella phage MezzoGao","genome"
"2845103","Webervirus segescirculi","species"
"2591374","Klebsiella phage vB_KpnS_SegesCirculi","genome"
"2845105","Webervirus shelby","species"
"2580405","Klebsiella phage Shelby","genome"
"2845106","Webervirus sin4","species"
"2580406","Klebsiella phage Sin4","genome"
"2845107","Webervirus skenny","species"
"2580407","Klebsiella phage Skenny","genome"
"1981043","Webervirus sushi","species"
"1675609","Klebsiella phage Sushi","genome"
"2845110","Webervirus sweeny","species"
"2580408","Klebsiella phage Sweeny","genome"
"2845074","Webervirus wv13","species"
"2488573","Klebsiella phage 13","genome"
"1920862","Webervirus wv1513","species"
"1610829","Klebsiella phage 1513","genome"
"2831671","Klebsiella phage RAD2","species"
"2842320","Guelinviridae","family"
"2842570","Brucesealvirus","genus"
"2843990","Brucesealvirus CP7R","species"
"1162304","Clostridium phage phiCP7R","genome"
"2843987","Brucesealvirus CPS2","species"
"2175605","Clostridium phage CPS2","genome"
"2843991","Brucesealvirus CPV4","species"
"1162305","Clostridium phage phiCPV4","genome"
"2843992","Brucesealvirus ZP2","species"
"1162306","Clostridium phage phiZP2","genome"
"2842582","Capvunavirus","genus"
"2843988","Capvunavirus CpV1","species"
"926066","Clostridium phage CpV1","genome"
"2842711","Gregsiragusavirus","genus"
"2843985","Gregsiragusavirus CPD2","species"
"2420237","Clostridium phage CPD2","genome"
"2843986","Gregsiragusavirus CPS1","species"
"1983541","Clostridium phage CPS1","genome"
"2843989","Gregsiragusavirus phi24R","species"
"1128071","Clostridium phage phi24R","genome"
"2843064","Susfortunavirus","genus"
"2843993","Susfortunavirus susfortuna","species"
"2316154","Clostridium phage susfortuna","genome"
"2560065","Herelleviridae","family"
"1910931","Agatevirus","genus"
"1910937","Agatevirus Bp8pC","species"
"1445810","Bacillus phage Bp8p-C","genome"
"1445811","Bacillus phage Bp8p-T","genome"
"1910935","Agatevirus agate","species"
"1204533","Bacillus phage phiAGATE","genome"
"1910936","Agatevirus bobb","species"
"1527469","Bacillus phage Bobb","genome"
"1918010","Bastillevirus","genus"
"1918012","Bastillevirus CAM003","species"
"1486657","Bacillus phage CAM003","genome"
"1918011","Bastillevirus bastille","species"
"57477","Bacillus phage Bastille","genome"
"2560330","Bastillevirus evoli","species"
"1486658","Bacillus phage Evoli","genome"
"2560331","Bastillevirus hoodyT","species"
"1486660","Bacillus phage Hoody T","genome"
"1141133","unknown","genome"
"1917990","Bequatrovirus","genus"
"1918005","Bequatrovirus B4","species"
"1126949","Bacillus phage B5S","genome"
"1984785","Bequatrovirus avesobmore","species"
"1698451","Bacillus phage AvesoBmore","genome"
"1918006","Bequatrovirus bigbertha","species"
"1406781","Bacillus phage BigBertha","genome"
"1918007","Bequatrovirus riley","species"
"1486662","Bacillus phage Riley","genome"
"1918008","Bequatrovirus spock","species"
"1406791","Bacillus phage Spock","genome"
"1918009","Bequatrovirus troll","species"
"1382932","Bacillus phage Troll","genome"
"1805953","Bacillus phage Phrodo","species"
"1911929","Caeruleovirus","genus"
"1985177","Caeruleovirus BCP82","species"
"1129192","Bacillus phage BCP8-2","genome"
"1985178","Caeruleovirus BM15","species"
"1985175","Caeruleovirus Bc431","species"
"1195072","Bacillus phage vB_BceM_Bc431v3","genome"
"1985176","Caeruleovirus Bcp1","species"
"584892","Bacillus phage Bcp1","genome"
"1985180","Caeruleovirus JBP901","species"
"1498212","Bacillus phage JBP901","genome"
"1985179","Caeruleovirus deepblue","species"
"1792245","Bacillus phage Deep Blue","genome"
"2842662","Eldridgevirus","genus"
"2843766","Eldridgevirus eldridge","species"
"1776293","Bacillus phage Eldridge","genome"
"2842707","Goettingenvirus","genus"
"2843793","Goettingenvirus goe8","species"
"2593638","Bacillus phage vB_BmeM-Goe8","genome"
"2842713","Grisebachstrassevirus","genus"
"2843794","Grisebachstrassevirus goe3","species"
"1933063","Bacillus phage vB_BsuM-Goe3","genome"
"2842775","Jeonjuvirus","genus"
"2843756","Jeonjuvirus BSP38","species"
"2283013","Bacillus phage BSP38","genome"
"2842856","Matervirus","genus"
"2560332","Matervirus mater","species"
"1540090","Bacillus phage Mater","genome"
"2842880","Moonbeamvirus","genus"
"2560334","Moonbeamvirus moonbeam","species"
"1540091","Bacillus phage Moonbeam","genome"
"1921016","Nitunavirus","genus"
"1921018","Nitunavirus NIT1","species"
"207656","Bacillus phage phiNIT1","genome"
"1921019","Nitunavirus SPG24","species"
"1497851","Bacillus phage SPG24","genome"
"1921017","Nitunavirus grass","species"
"1406785","Bacillus phage Grass","genome"
"2560228","Shalavirus","genus"
"2560337","Shalavirus Shbh1","species"
"1796992","Bacillus phage Shbh1","genome"
"2843047","Siophivirus","genus"
"2560335","Siophivirus SIOphi","species"
"1285382","Bacillus phage SIOphi","genome"
"1985181","Tsarbombavirus","genus"
"1985182","Tsarbombavirus BCP78","species"
"1126950","Bacillus phage BCP78","genome"
"1126951","Bacillus phage BCU4","genome"
"1985183","Tsarbombavirus tsarbomba","species"
"1690456","Bacillus phage TsarBomba","genome"
"1922327","Wphvirus","genus"
"2560329","Wphvirus BPS10C","species"
"1277886","Bacillus phage BPS10C","genome"
"1987727","Wphvirus BPS13","species"
"1136731","Bacillus phage BPS13","genome"
"1837830","Bacillus phage SalinJah","genome"
"1922328","Wphvirus WPh","species"
"764595","Bacillus phage W.Ph.","genome"
"1987729","Wphvirus hakuna","species"
"1486659","Bacillus phage Hakuna","genome"
"1987728","Wphvirus megatron","species"
"1873999","Bacillus phage DirtyBetty","genome"
"1690431","Bacillus phage Eyuki","genome"
"1486661","Bacillus phage Megatron","genome"
"1805954","Bacillus phage SageFayge","genome"
"1852564","Bacillus phage Belinda","species"
"1805948","Bacillus phage DIGNKC","species"
"1873998","Bacillus phage Kida","species"
"1805950","Bacillus phage Nemo","species"
"1805951","Bacillus phage Nigalana","species"
"1805952","Bacillus phage NotTheCreek","species"
"1805956","Bacillus phage Zuko","species"
"2560160","Kochikohdavirus","genus"
"2560418","Kochikohdavirus ECP3","species"
"1498168","Enterococcus phage ECP3","genome"
"2560419","Kochikohdavirus EF24C","species"
"442493","Enterococcus phage EF24C","genome"
"947379","Enterococcus phage phiEF24C-P2","genome"
"2560423","Kochikohdavirus EFLK1","species"
"1640885","Enterococcus phage EFLK1","genome"
"2732968","Schiekvirus","genus"
"2560422","Schiekvirus EFDG1","species"
"1597976","Enterococcus phage EFDG1","genome"
"2734044","Schiekvirus EFP01","species"
"1926594","Enterococcus phage EFP01","genome"
"2734045","Schiekvirus EfV12","species"
"2315766","Enterococcus phage EfV12-phi1","genome"
"2842663","Elpedvirus","genus"
"2845137","Elpedvirus LpeD","species"
"2041210","Lactobacillus phage LpeD","genome"
"2732970","Harbinvirus","genus"
"2734051","Harbinvirus Lpa804","species"
"2059850","Lactobacillus phage Lpa804","genome"
"2734048","Harbinvirus bacchae","species"
"2079429","Lactobacillus phage Bacchae","genome"
"2734049","Harbinvirus bromius","species"
"2315485","Lactobacillus phage Bromius","genome"
"2734050","Harbinvirus iacchus","species"
"2315483","Lactobacillus phage Iacchus","genome"
"2734052","Harbinvirus semele","species"
"2079433","Lactobacillus phage Semele","genome"
"2842737","Hopescreekvirus","genus"
"2845136","Hopescreekvirus LfeInf","species"
"1567484","Lactobacillus phage LfeInf","genome"
"1857844","Pecentumvirus","genus"
"40523","Pecentumvirus A511","species"
"2908169","Listeria phage A511","genome"
"2560553","Pecentumvirus AG20","species"
"1168744","Listeria phage vB_LmoM_AG20","genome"
"2560554","Pecentumvirus LMSP25","species"
"1486421","Listeria phage LMSP-25","genome"
"1486414","Listeria phage LMTA-57","genome"
"1486419","Listeria phage LMTA-94","genome"
"2560555","Pecentumvirus LMTA148","species"
"1486413","Listeria phage LMTA-148","genome"
"2560556","Pecentumvirus LMTA34","species"
"1486397","Listeria phage LMTA-34","genome"
"2560557","Pecentumvirus LP048","species"
"1173764","Listeria phage LP-048","genome"
"2560558","Pecentumvirus LP064","species"
"1458853","Listeria phage LP-064","genome"
"1173765","Listeria phage LP-124","genome"
"2560559","Pecentumvirus LP0832","species"
"1458855","Listeria phage LP-083-2","genome"
"1173766","Listeria phage LP-125","genome"
"330395","Pecentumvirus P100","species"
"2908172","Listeria phage P100","genome"
"2560561","Pecentumvirus WIL1","species"
"1541821","Listeria phage WIL-1","genome"
"2560560","Pecentumvirus list36","species"
