virus tax id,host tax id
128952,9606
128952,77231
128952,77243
1000646,9606
42630,45618
103914,9606
103915,9606
12078,9534
12078,9606
35293,9606
47501,9606
47502,9606
47503,9606
47504,9606
47505,9606
47506,9606
47507,9606
35294,9606
47508,9606
47509,9606
47510,9606
45101,9606
47511,9606
45999,9606
47512,9606
47516,9606
41846,9606
47513,9606
47514,9606
47515,9606
35295,9606
40280,9606
12062,9606
46018,9606
12060,9606
2480191,309355
2480193,309355
2480195,309355
2480197,309355
2480198,309355
2030126,53719
2030126,337826
875324,4100
875324,53719
1417755,175694
1511762,10090
2083183,43935
37665,2880
12643,10090
1452750,9606
1651168,10088
1651168,10090
59376,248899
240555,248899
64296,9307
2419942,1821960
945083,67780
1391659,67780
1537091,636
1244857,636
1244856,636
1264700,636
1608310,67780
1325372,67780
2734128,636
1398149,7936
1609634,1
685443,7936
1888318,6960
2283015,84112
219174,4111
12151,4081
12151,4111
12151,45840
270256,4111
488317,51426
1131483,77214
1163701,77214
1335476,77214
1335477,77214
1891722,9397
1891722,77214
1231903,139045
155414,51314
1898175,471275
1566868,5802
1987020,9606
1987021,9606
1980468,44234
2304214,4202
1569052,57008
1569053,57008
1569054,4203
1569054,57008
1569055,4203
1569055,57008
1569056,4203
167018,63459
759753,9783
548914,9783
768738,9783
146015,9780
146015,9783
146015,9785
146015,99490
2596881,29674
2480175,55832
56486,63459
56486,172265
2020881,415160
2496574,415160
2496575,415160
498803,189211
640136,415160
498805,415160
181082,2903
12104,9606
12104,9825
12104,10036
73423,4232
73423,4236
73423,13427
73423,13731
73423,34245
73423,41522
73423,41653
73423,75943
73423,75947
73423,75948
73423,99035
73423,114280
240594,9438
240594,9606
240594,54181
1472717,1049777
1821545,7160
1821545,53527
64283,9397
1864622,1676277
709484,562
1636313,550
1636314,550
1636315,550
942016,550
2483604,550
2070180,550
1150990,69218
2137745,61645
2886900,548
1871708,547
1871712,42895
2108137,550
1455074,550
1587520,548
1701257,548
1682394,548
1147139,550
2340712,550
1864623,1676277
2696340,550
254397,562
1468411,562
1651202,991915
1651196,562
1651196,244319
196242,562
1206313,543
414970,562
539221,439184
101570,90371
10863,562
1357825,624
1357825,83334
1340813,562
1340814,562
12017,562
12018,562
1222338,1038927
1651199,373045
1206300,543
1147143,562
1147144,562
155148,562
338111,543
310953,543
338136,543
384642,543
489829,562
1273714,498388
338112,543
338113,543
338134,543
338114,543
338129,543
1090133,562
1414766,562
1610836,83333
1610837,83333
1610838,83333
1651198,376725
12021,562
318593,543
1235640,562
1235640,1144303
1508658,562
1147149,562
1147156,562
1147150,562
1147151,562
1147152,562
338115,543
338137,543
338118,543
338132,543
338119,543
338133,543
338131,543
338109,543
338120,543
338121,543
338116,543
338122,543
338123,543
338138,543
338117,543
75725,543
2282412,562
10680,10679
10682,561
10713,562
948870,562
1273706,562
103807,562
318594,543
318595,543
318596,543
261665,543
10658,287
10658,294
10658,303
10658,471
10658,562
10658,584
10658,666
10658,90371
69608,562
69608,37762
10692,562
69609,562
69609,37762
134822,37762
1112578,37762
10693,562
697289,37762
697290,37762
69610,562
69610,37762
36339,37762
697291,37762
69612,562
69612,37762
10844,498388
1524881,623
1225789,623
55884,623
12027,562
221029,85569
10759,562
857277,562
10666,562
1075774,562
876449,59201
2163887,469008
2163889,469008
2163890,469008
2163891,469008
2315471,511693
2163886,469008
1147155,562
97081,83334
936054,562
936054,83334
338125,543
338126,543
384643,543
489828,562
338140,543
338127,543
338128,543
338124,543
338130,543
338135,543
564886,83334
1147158,562
1197935,59201
2315797,1350
2763102,1350
2763102,1352
2759198,1351
1476978,1351
1173135,1351
1647400,1352
1498168,1351
1958912,1351
1932891,1351
442493,1351
977801,936153
2736188,1351
2736189,1351
1204540,1351
627087,1351
1486428,1351
1597976,1351
1640885,1351
1926594,1352
2712942,1351
767806,1351
2419745,1351
2698989,1351
2315766,525279
2583507,1351
2719592,1351
2017580,1350
1432658,35783
1445858,1352
1718158,1352
1351735,1351
1416012,1351
2172042,1351
2233540,1351
2577028,1351
2719593,1351
2488858,1351
2696337,1351
2601638,1351
663241,1351
2218497,1350
947379,1351
673832,1351
673833,1351
673834,1351
673835,1351
673836,1351
673837,1351
673838,1351
673839,1351
2218498,1350
2050964,1351
2030922,1351
2030923,1351
2030924,1351
2070197,1351
1871692,1169286
1073766,1351
1161939,1352
2500558,1351
2546633,1351
2546634,1351
2546621,1351
2546622,1351
2546618,1351
2546619,1351
2546620,1351
2546625,1351
2546624,1351
2546623,1351
2546626,1351
1747288,1351
1747351,1352
2501743,1352
2683673,1351
2175688,1351
2175687,1351
2601631,1351
2546635,1351
2546627,1351
2546628,1351
2546629,1351
2546630,1351
2546631,1351
2546632,1351
2546636,1351
2283014,1351
1747289,1351
1747326,1351
1747287,1351
2234084,1351
2501744,1351
2562559,1351
2587819,1157397
1458851,525271
2719594,226185
156647,9606
150846,9606
138948,9606
2760809,9606
1435148,9606
2870395,9534
2870395,9544
39054,9606
306588,9606
297248,9606
469959,9534
469959,9544
1929150,9913
138949,9606
325447,9606
408681,9606
1248136,9606
1442164,9606
171720,9544
171720,9606
200154,9544
200154,9606
222889,9544
222889,9606
282345,9544
282345,9606
222887,9606
2760813,9544
2760813,9606
318563,9544
318563,9606
318564,9544
318564,9606
318565,9544
318565,9606
318566,9544
318566,9606
318567,9606
318568,9606
318569,9606
318570,9606
318571,9606
325446,9606
138950,9606
2760818,9606
2650411,9606
861519,9606
2760819,9606
2760820,9606
325445,9606
1295563,9606
138951,9606
42789,9544
42789,9606
12090,9031
12090,9541
12090,9606
12090,9615
12090,9823
12090,9913
12090,9925
12090,9940
2015550,9606
2015550,9615
2015550,9913
2015550,9986
2015550,10036
2015550,10090
2015550,60711
12064,9913
1330520,9913
2849103,9337
106966,9823
1849328,9925
310907,9488
310907,9606
1330521,9534
1330521,9541
1330521,9544
1330521,9545
1330521,9555
1330521,9556
1917071,9544
1826059,1
47681,9561
123738,9606
2086640,2021366
239365,9925
943342,259054
382962,35717
166056,437486
70600,7088
2713640,983927
544686,3754
544686,4100
544686,63459
544686,66262
100217,8168
449135,10036
449135,41819
449133,9874
449133,9913
449134,9913
449134,10036
10910,9872
10910,9874
10910,9891
449142,9913
449142,10036
449136,10036
449136,41819
449137,9913
449137,10036
449141,9913
449141,10036
449138,9913
449138,10036
449139,9913
449139,10036
449140,9913
449140,10036
1540099,90371
40537,9913
2035399,29078
1464071,59452
1464072,59452
1464073,59452
1329402,29078
1329402,101841
10326,9796
80341,9796
10331,9796
39637,9796
55744,9789
12657,9796
10371,9796
291612,9793
291612,9986
291612,319699
46916,9796
67603,9796
11047,9606
11047,9788
136187,9796
201490,9534
201490,9796
201490,10036
109270,9796
2849477,9606
2849477,9796
2849477,10036
1416349,9796
11665,9793
11665,9796
2079554,9796
1307803,9796
47000,9796
47001,9796
47001,9986
168014,9796
168014,9986
329862,9606
329862,9796
1163703,9793
333920,9796
526413,9796
940834,9796
1235428,9796
1235429,9796
1235427,1114792
1235430,1114792
1912759,9796
1891761,9796
638358,38414
1030595,110886
496807,38414
390443,415159
447603,415159
291590,34844
2268125,34844
2069322,244311
2069323,244311
445217,9365
307444,325935
273810,95602
2163633,552
2530027,552
1429768,552
1429767,552
947843,552
418443,552
2014586,65700
2182346,552
1407608,558
2678601,552
1883375,552
2869543,552
2869544,552
2869545,552
2869547,552
2869549,552
2869552,552
2869553,552
2869555,552
2869556,552
2869557,552
2797313,552
2866695,552
1131315,79967
2601643,79967
2593268,79967
925983,552
925986,552
925985,552
557393,552
1564096,552
1401669,552
1029988,552
2178928,552
2178928,79967
925984,338565
1051674,552
2099338,552
1051676,552
2201424,552
1883370,552
1883379,552
1883371,552
1815986,552
2060127,552
1883372,552
1883373,552
1883374,552
1883377,552
1815987,552
2026080,552
1815988,552
1815989,552
1983553,552
1958956,552
1051673,552
2070198,552
1051675,552
1852641,551
2283026,551
2283025,551
2267653,552
12152,65352
1675317,1648
1777015,62708
2052561,52586
2052562,52586
2052563,52586
2169903,44316
1508672,83334
1508673,83334
1508674,83334
1508678,83334
1508680,83334
1508681,83334
1555202,562
532076,562
1598146,562
1115653,562
1115653,67825
2681630,562
669008,562
2847058,561
1391428,83333
2716351,562
2716352,562
2716350,562
2716354,562
1837842,562
10730,83334
10730,155864
2696375,83333
2696376,83333
1216926,562
2696379,511145
10849,562
2696383,511145
2499909,1045010
1655305,562
1655314,562
66711,83334
1983463,577669
2696385,83333
1527519,83334
532074,562
2932881,562
1458848,562
1052121,562
1416027,83334
2340716,562
1735565,562
2234093,543
2340717,562
1610828,83333
2886902,562
2886902,83334
2024330,561
2024330,511145
1527506,562
665033,562
2014434,562
2696389,511145
482822,469008
1567007,562
2681606,562
2048061,83333
2663325,561
1495286,83334
2099356,498388
1258572,562
2025815,562
1229757,83334
2720215,83333
2720215,2093884
1852630,562
1604356,562
1604355,562
1498172,562
1981499,562
1204521,83334
1204522,83334
1204523,83334
2576882,562
2025816,562
532075,562
2175169,83333
2015807,511145
2083276,562
2053563,511145
2696393,511145
1527514,562
1883200,562
2070200,1884818
2886918,562
1881104,562
1897495,562
2695850,561
2695849,561
2695848,561
2695847,561
2696339,562
2847073,562
2053671,83334
2315486,83334
1446490,83334
2696397,83333
2315695,562
2315695,599
1131317,562
10843,562
1755695,562
1883202,562
2182345,562
2696401,511145
2886919,561
2696402,511145
2589652,562
2596677,562
2696404,511145
2681618,562
432198,562
1147145,562
432200,562
432201,562
1147142,562
1147148,562
1147146,562
1147147,562
906669,562
906668,83333
2681617,562
1965367,562
1237364,562
1434323,83334
1527531,83334
1654926,83334
2079317,562
2530019,562
511969,562
338101,561
338102,561
338108,561
338107,561
10868,562
698728,562
1054834,562
1239384,562
2041760,561
1536597,83333
1327956,83334
1327956,511145
1340750,562
2886922,83334
2681620,83334
1147722,244320
1772219,562
1772218,562
576790,83333
293178,562
576789,83333
2681604,561
2679891,562
344021,562
698486,562
698487,562
698488,562
698489,562
698490,562
1041524,561
1041524,91347
1436889,562
2218499,83334
2681611,561
2742949,561
2742949,562
2742953,561
2742953,562
2742956,561
2742956,562
2742957,561
2742957,562
2562235,511145
2315628,562
2301650,562
2233992,561
1788294,562
1307804,469008
2590400,1055538
2589658,562
1147157,562
1147153,562
1147154,562
489779,83334
2547246,562
2448909,562
12022,562
2743961,562
2681603,543
2681603,562
1675606,562
2696426,511145
1837930,562
1604876,562
2340719,562
2886925,562
2886925,83333
2528528,753642
338106,561
338110,561
338103,561
2696431,511145
2696432,511145
1237159,562
2020879,83334
2479933,562
2886926,543
2886926,562
1150869,1206746
2681594,1137135
1572753,562
1572754,562
1567486,562
1660365,1005487
1660368,1005501
1273738,1045010
1498170,2170723
1837875,562
2714735,562
2047782,562
1229753,562
926589,83334
448384,83333
1458706,397453
1655307,562
1970776,83334
1777059,562
1048207,199310
1965366,562
2679905,562
451705,562
2507234,562
2886927,28147
1141519,1884818
1965465,1045010
1718606,511145
343516,83334
2886930,561
1852638,562
1540097,562
2060720,561
1649239,562
1649240,562
2508206,562
2789016,562
1673871,561
2681597,561
2681599,562
31533,37762
2681602,561
2887182,562
50948,562
12353,562
1590550,562
2498616,562
2024325,561
2496550,511145
1540098,562
2234080,83334
2108115,83333
2108115,83334
2488654,511145
1720493,562
1720494,562
1720496,562
1720497,562
1720498,562
1720500,561
1728958,561
1720504,562
1720495,562
2562456,83333
2184265,83334
2268589,562
2496545,511693
2681619,562
10845,83333
2005047,2072452
1983789,562
2005048,2802026
194949,83334
1718669,511145
2492962,562
2060721,561
2681598,561
2695836,562
10760,562
2697536,511145
2697537,511145
2697539,511145
2696449,511145
1124654,991913
1124654,1101440
1124655,991913
2892339,37762
2696450,511145
2696451,511145
2696452,511145
2696455,511145
2696456,511145
979726,90371
1837867,1045010
2696458,511145
1916098,562
1981500,562
399183,1045010
2576484,562
1541883,562
2079315,562
2081604,562
2144176,562
2178932,561
2178932,1884818
1815590,562
1555238,37762
1567026,562
2500761,562
2500761,83334
1495285,562
2601675,562
1141141,562
1873990,83333
1636202,991919
2420240,562
669875,562
1970797,2072463
2750846,561
2502301,562
2502306,562
2502303,562
2508179,562
2508181,562
2502409,562
2724310,562
1430444,562
1430444,37762
2508180,562
2508194,562
2750850,561
2184699,562
2508177,562
2750851,562
1391224,562
2041347,561
2508195,562
1567027,562
1567028,562
1567029,562
700939,562
2508193,562
2508192,562
866553,83334
1141139,562
1933107,562
1933108,562
1933110,562
1054461,561
1054461,562
1933111,562
1395983,562
1391223,562
2233775,1211845
1519788,562
2126819,562
2576500,562
2026130,562
2697005,562
2047801,562
1933412,562
1141140,562
1416028,83334
1416030,83334
2681605,562
1416031,83334
1933774,562
2496547,562
1446489,83334
2508189,562
2508174,562
2496546,469008
2507711,469008
1852563,562
2591407,562
1983554,1211845
2496549,562
2769808,561
2575323,561
2419760,561
2419761,561
2419762,561
2585737,561
2315527,562
2315580,562
2776821,562
2696460,83333
338105,498388
1837931,562
2681595,566546
1054480,562
576791,83334
1567004,562
1932889,562
2079534,562
1897641,562
194948,83334
1506453,562
1506453,83334
1508671,83334
329853,562
39804,331112
10869,562
1245890,83334
2250214,83334
10710,562
2686049,561
2686049,562
2686050,561
2686050,562
2686053,561
2686053,562
2686055,561
2686055,562
1977402,562
329852,331112
39803,562
1914209,561
329381,562
45406,562
115991,543
624134,562
10665,562
2072209,7227
1127767,7160
2170057,6937
2170057,9534
1715295,8839
1715295,9031
1715295,9534
1715295,93934
1715295,247541
197771,37598
1862978,8022
1862978,74940
1862978,90988
1862978,641303
1538549,4100
1538550,4081
1538550,4093
1538550,4097
1538550,81866
1538550,200306
1538550,200313
1538550,300354
1538550,1538549
40056,7157
40056,9263
40056,9913
40056,10036
2170148,214444
2586645,4309
2013968,4309
515444,13516
221054,4100
221054,103754
2010319,103754
2010319,436246
186637,103754
2080107,13516
269095,103754
519350,13516
223276,103754
335404,4100
335404,103754
436246,103754
1853865,212864
2291614,212910
412688,37495
270117,37495
2169733,212910
77811,212910
429564,212910
291286,65559
1578825,37495
598494,212910
666147,879920
307467,1510228
186165,704329
57482,9606
57482,10036
57482,59452
57483,9606
57483,40674
33756,9983
84739,94993
1980426,36599
1920698,1
2083198,8839
2083198,9534
2083198,10036
2083198,53535
2083198,2912049
2093275,378845
230604,79674
62352,9986
62352,9989
1441799,3864
1441799,283824
1441800,3864
1441800,283824
283824,3906
1453080,3906
1453080,4100
1453080,291603
1453080,291604
1453081,3906
1453082,3906
1453082,4100
1453082,291603
1453082,291604
1453083,3906
1453083,4100
1453083,291603
1453083,291604
59817,3827
59817,3864
59817,3885
59817,3906
2052606,3906
2283388,3906
1137801,3906
159143,7157
1391029,9187
1391030,9187
2070181,853
2070182,853
2070183,853
2070184,853
2070185,853
2070188,853
2070186,853
2070187,853
1391025,9172
1391026,9986
1391027,8801
1843734,8839
1843735,9615
1843736,9940
1843737,9031
1843738,1114792
1843739,9823
1391031,9823
1843740,9031
1843742,9913
1567404,7160
2847075,8952
2847075,8954
2847075,56350
1964370,56351
1510155,279964
1641896,100819
1963254,74940
2293279,256750
248053,2877513
1380894,64466
1692248,64466
1027468,8782
1027468,9534
1027468,10090
1949201,90988
889873,90988
1401263,90988
231992,133509
39420,43931
10334,9681
1389204,9685
1538452,9685
1413815,9685
1417756,9685
2259807,9685
1174530,9685
11978,9685
12663,9685
502100,9685
627431,9685
627432,9685
627433,9685
627434,9685
906884,9682
502101,9685
906885,9682
711465,9682
711466,9682
454951,9685
906886,9682
454952,9685
906887,9685
1052157,9685
454953,9685
1052158,9685
454955,9685
627435,9685
627436,9685
1530454,9685
53182,9685
11673,9681
11673,379583
11135,9681
1379496,9685
11768,9681
1170234,9685
10786,9651
10786,9654
10786,9681
10786,9685
1108810,9685
1416021,9685
11772,9685
11777,9681
2249941,9685
1452540,9685
1336600,9685
1398507,9685
2025339,9685
2847078,9685
568209,9685
194701,99287
1692107,7157
797418,139456
2907837,8725
1664810,7160
1664810,299630
1264898,9668
1264898,9669
1213422,9668
1394142,9669
2069324,4608
2069325,4608
1692249,6771
1692249,626341
1034096,3494
1034096,3664
1034096,3847
1034096,3888
1034096,4093
1034096,4096
1034096,4097
1034096,200313
882768,3494
548908,3494
1980427,3493
1980427,3494
10649,46031
77698,4546
77698,4547
1408144,110941
400122,9133
400122,44316
349564,176086
353765,10090
2293280,13686
722417,205
722418,194
1574287,7962
2059380,9031
2059380,704175
568090,38945
1972612,329109
11093,7159
1231621,8839
294631,239
1792272,96345
1814279,96345
1792273,96345
1325731,96345
908819,996
1033977,996
2023716,239
1792274,96345
1814280,96345
1814281,96345
1814282,96345
1814283,96345
1814284,96345
1740108,96345
1814285,96345
1814286,96345
1814287,96345
1814288,96345
2801477,2654244
2686242,2654244
2686244,2654244
2743781,237
2743804,237
2743804,239
2743803,237
2743803,239
2743801,237
2743829,237
2743829,239
2743826,237
2743826,239
2686245,2654245
2686246,2654245
2686247,2654243
2686250,2654243
2686251,2654245
2686258,2654245
2686263,2654245
2686266,2654243
2686268,2654245
2686270,2654243
2686273,2654243
2686277,2654245
2686278,2654244
2686279,2654243
1458858,239
45220,530178
45220,530180
12287,4513
12287,4932
12287,7137
12287,50579
2293284,7147
2293285,7147
2293285,7371
2293286,7147
2293286,7371
2293287,7147
2293287,7371
12116,10029
12111,9913
110195,9913
110195,10141
12121,9363
12121,9785
12121,9823
12121,9850
12121,9913
12121,9925
12121,9940
12121,10116
46290,10026
46291,9940
46292,10026
46292,10141
12118,10036
290057,9823
290057,10026
461287,9940
461292,9913
461288,9940
461293,9913
461295,9913
461296,9940
461289,9913
461291,9940
461290,9913
461294,9940
12122,9823
35292,9823
12123,9940
1432856,72781
1432857,72781
1955198,252483
48544,236681
273345,9534
273345,9606
273345,571209
273345,933869
172864,9031
10553,8976
172861,9031
172862,9031
190061,8976
190061,9031
190063,9031
190064,9031
190065,9031
10261,9031
10261,9103
1504569,9627
12179,4555
12179,4556
335204,101007
255238,101007
485362,666326
99585,4100
99585,62097
1737586,392815
421012,58987
2170046,58987
2170046,126617
1200971,3885
2050584,3885
1218727,3885
11795,10090
11820,10090
426788,9534
426788,252607
332471,108546
114102,8404
10493,8316
10493,8404
10493,30343
10493,45438
10493,51950
1343901,1562770
2847081,259053
11885,9031
318849,7178
318849,9913
318849,41821
1463817,30455
1985380,29084
1353241,29084
2013564,37190
676234,39538
2268743,282267
1562380,57164
1562379,78864
2060778,5518
1872710,5518
254946,5518
687918,5518
194397,5518
687917,5518
1284208,5518
1640379,5518
1809243,5518
1926644,179993
434898,61369
1679238,42551
1849539,36050
1848042,36050
1848169,36050
1849537,36050
1848150,36050
1848151,36050
1848152,36050
1848153,36050
1849542,36050
1849543,36050
1849531,36050
1849532,36050
1849544,36050
1849545,36050
1849533,36050
1849535,36050
75747,36050
1849534,36050
2546034,48865
1511847,169388
1511847,2747958
2530024,393480
1640977,851
629736,10068
64307,8782
64307,9606
1468172,4100
1535802,10112
60714,4097
60714,176602
37138,7137
10386,9031
10390,9031
35250,9031
1123959,9031
2764087,9031
2764087,9103
1766557,9031
1633569,9031
1746059,7157
1746059,2766978
35313,139058
2049444,9606
1692250,45626
1931095,185587
1846259,143291
864696,1977157
47900,4682
12458,4682
55074,4682
12433,4682
12432,4682
12431,4682
12430,4682
150285,4682
150284,4682
2006642,56783
1296573,453440
1911435,1
578305,886939
54290,9606
93986,9598
2847087,9483
2847087,9486
2847088,143291
1588761,1
1588762,1
1673681,9606
1708653,10114
1708653,10116
1862824,9606
1862825,9606
1588763,1
1588764,1
1588765,1
1588766,1
1983771,30415
1150353,55190
1920772,55190
1458842,1462
365048,340407
1965361,1422
447909,129337
1572712,1426
1620702,402375
1985381,1389957
1985382,1389957
1985383,1389957
59300,7159
59300,7160
59300,7176
59300,10090
2847089,77214
1981933,136843
1981932,136843
2293288,2850379
2293289,1698855
2293290,1698855
2293291,1698855
2016460,9646
2016461,9646
2016456,9646
2016457,9646
2016458,9646
2016459,9646
2016463,9646
353633,5740
29255,5741
11840,9577
2082658,4874
2082665,4874
2082666,4874
2082667,4874
2082668,4874
96491,6687
96491,27405
96491,71412
96491,161923
1922325,9894
422141,9894
422139,9894
2170404,41261
12201,3469
12201,3818
12201,3828
12201,3847
12201,3873
12201,3879
12201,3885
12201,3888
12201,3899
12201,3900
12201,3906
12201,3908
12201,4627
12201,35938
12201,49747
12201,52517
12201,57577
12201,58987
12201,60916
12201,61864
12201,74517
12201,78534
12201,97047
379529,7393
379529,7398
2047788,38307
419435,7141
419435,389681
116759,7438
116759,92994
1837217,9925
376852,9925
376852,9940
1655646,1
1655649,1
1655650,1
1655656,1
1655659,1
1701404,1
1701405,1
1223562,8574
1720526,5756
1856030,28800
2293292,6914
1972994,126758
1884832,140916
1193422,8843
1349999,8842
1349999,8847
1493858,8830
1493858,8847
146032,8842
146032,8847
1776109,8847
208491,8847
204987,8839
204987,8847
204987,8930
204987,9031
38251,8843
2079465,50365
157270,175228
2041419,38771
2041417,38771
1460451,121567
2079413,2055
2483665,2055
2301561,2055
2301695,2055
2250319,2055
2759389,2055
2588127,2055
2507862,2055
2301692,2055
1821548,2055
2656529,36822
2762397,2055
1838061,2055
2591205,2055
1887641,2055
2588128,2055
2743907,2055
1821549,2055
2591111,36822
2047830,2055
1821551,2055
2483666,2055
2047831,2055
2483667,2055
2793696,2055
1838062,2055
1838063,2055
2079564,2055
1838064,2055
2530116,2055
2315529,2055
1887643,2055
1887644,2055
2301538,2055
2588132,2055
2601686,36822
2759393,2055
1838065,2055
1838066,2055
2656532,36822
1887645,2055
2250390,2055
2588489,2055
2283286,2055
1838067,2055
2794946,2055
2507858,2055
2713262,2055
1821552,2055
2315530,2055
2656534,2055
2725634,2055
1887646,2055
2572526,2055
2652412,2055
2079280,2055
2079415,2055
2483668,2055
2301602,2055
2250320,2055
2250392,2055
2483669,2055
1647469,84096
2591208,2055
2483670,2055
2315531,2055
1887647,2055
2599843,36822
1647470,410332
1647284,410332
1647471,410332
1647472,410332
1647285,410332
1647286,410332
1622190,84139
2562192,2055
1622191,84139
1622192,84139
1109710,36822
1647473,36822
1622193,36823
981323,1823
981323,1833
981323,2055
981323,33008
981323,37326
319522,2055
1647474,2055
1100814,1824
1100814,2055
1100814,37330
1100814,89053
1100814,339863
1100814,410332
1647475,2055
1821553,2055
2047872,2055
1887648,2055
2301696,2055
1821554,2055
2510506,2055
2653273,2055
2182360,1833
2743985,2055
2653716,36822
2762400,2055
2708629,2055
1887649,2055
2590929,2055
1887650,2055
2041511,2055
1838070,2055
1821555,2055
2653274,2055
2499025,2055
2588490,36822
2301603,2055
2250394,2055
1821556,2055
2483671,2055
2885975,2055
1838071,2055
2599845,36822
2041512,2055
2656539,2055
2794947,2055
2588505,2055
2762401,2055
1821557,2055
2047873,2055
2301558,2055
1838072,945692
2656540,2055
1838073,2055
2500789,2055
2652882,2055
2250322,2055
2301693,2055
2483672,2055
2507863,2055
2588492,2055
1887651,2055
1821558,2055
1821559,2055
2483673,2055
2652414,36822
1838074,2055
1838075,2055
2762413,2055
2041515,2055
2182347,158898
1821560,2055
2301694,2055
2805836,2055
2283246,2055
2762414,2055
2571249,2055
2762280,2055
2599848,36822
1887652,2055
2250417,2055
2507854,2055
2250396,2055
2591116,2055
2250397,2055
1838077,2055
2250323,2055
2599849,36822
2301697,2055
1821561,2055
2725616,36822
2767553,2055
2704033,2055
2301559,2055
2572528,2055
1838078,2055
1821562,2055
2502420,2055
1838079,2055
2182349,2055
1838080,2055
2079281,2055
2656541,2055
1887653,2055
2483674,2055
2653747,2055
2201430,2055
2653718,2055
2483675,2055
2591120,2055
2652415,2055
1887654,2055
2510508,2055
2301560,2055
2797324,2055
2599852,2055
2591121,2055
2201431,2055
2079282,2053
2315610,2055
1887655,2055
2744004,2055
1821563,2055
2656542,36822
1838081,2053
1838081,2055
2588130,2055
2588131,2055
1838082,2055
2591211,2055
1821564,2055
2108120,2055
2517927,2055
2571253,2055
1838083,2055
1838084,2055
1821565,2055
2656545,36822
2762402,2055
1821566,2055
2591212,2055
1887656,2055
2743909,2055
2588507,2055
1743411,9592
1743411,9593
1743411,499232
2170111,9593
928214,9595
159604,9593
656025,34287
509531,34276
656028,34275
2169907,34275
509532,34282
509532,34287
509532,34289
509532,511460
603003,7160
603003,2912049
1560351,562834
1629132,30127
487098,34604
208084,115667
223769,29760
223769,200313
273001,4085
273001,63459
273001,221775
908834,40559
2338396,29760
2169998,29760
2052838,29760
81877,105599
748667,29760
1640277,29760
12273,4045
12273,29760
233784,29760
233784,66262
2560515,29760
1249676,29760
1849838,29760
12274,29760
12274,103352
141860,12274
141860,29760
141860,63459
103722,29760
1906317,29760
1738445,3604
1737345,29760
47985,3603
367121,29760
1815581,29760
64003,29760
55951,29760
1263294,29760
70177,29760
71032,29760
203168,29760
217615,29760
184610,29760
659661,29760
1051792,29760
1381007,29760
103723,29760
1395525,29760
1471299,29760
167634,29760
68893,29760
196400,29760
196400,96939
81832,29760
81832,96939
81832,103352
204933,29760
1343493,29760
630199,29760
1050407,29760
12903,3486
12903,3659
12903,4081
12903,29760
12903,102211
35288,4100
35288,29760
35289,29760
35289,200313
51617,29760
516956,2599121
1221437,3604
2022475,29760
2045345,29760
2052157,29760
2093496,29760
2016034,29760
12904,29760
46342,29760
1288359,7959
1093101,55040
1272942,7177
204269,6935
204269,8782
204269,9606
1810946,1478107
676130,9157
1382300,1
1382300,74940
2847098,127520
279538,127520
152217,127520
279539,127520
191436,127520
374006,127520
10406,34862
198612,3818
1629551,3818
1629551,63459
1027232,4081
12675,3818
33761,3818
47740,3817
47740,3818
47740,3879
47740,3885
47740,3917
47740,35936
47740,43365
127441,3818
127441,47740
127441,307492
345030,3818
127569,152218
432587,6999
1933272,10090
1678234,9515
45219,9606
45219,157541
2116442,192173
2116384,74361
2306813,7157
2306813,9913
748170,4565
80941,9606
2170197,9606
1354498,33548
1763596,9534
1763596,9606
1763596,9615
1763596,10090
1763596,1046038
1245464,8990
1245464,8997
400121,35669
1214955,9606
1163715,9606
1548711,1
1670973,30455
1415627,9606
1415628,9606
10799,9606
1672380,8574
1324128,63459
1324128,342001
230158,714
2932882,727
483266,738
2116385,1591025
2116440,928514
2116437,146913
1088890,7962
2480177,42344
2480178,42344
1735722,244363
1154689,51589
710112,51589
1442594,634497
1879051,51589
1980140,51589
1282967,634497
326574,51589
2877986,29282
169684,2242
169684,478009
1173297,2
222645,2251
222645,2254
2507575,2253
1156722,1089726
2914010,77097
2847106,2251
2847106,2254
2847106,121871
754066,1879286
33771,2248
33771,64713
634168,634157
2507576,1879286
2507577,1879286
2507578,1879286
1156719,1089753
1156720,1089748
1156721,1158105
2126525,56688
2847107,1089759
2847108,1089735
2847109,1089735
2877989,56688
2877990,1542011
2877991,1879286
2878006,1879286
2878008,1879286
2878009,1879286
2878010,1879286
2878013,35743
2721757,64713
1273746,244363
1273747,244363
1273748,244363
1273749,1089732
1273750,51589
1273751,51589
1273752,1089759
1262530,35742
1262527,35743
1262528,28442
1500510,1406378
1410467,286706
2682836,543
2682836,562
2682836,2355
1125677,7163
1125677,120870
1125677,120873
2736192,622
1980471,9606
469960,100897
93830,9606
409486,459863
1003891,459863
1419109,39089
1987722,8964
115813,115354
1569259,162997
200401,7177
11807,10090
254711,3885
254711,4072
254711,4097
254711,4100
254711,63459
254711,81866
254711,118703
70564,8469
11596,9534
11596,1234546
489450,9606
489451,9606
1219353,9606
1219352,9606
1219350,9606
1219351,9606
1052603,9606
1052604,9606
1516079,9913
1516080,9913
1216928,9606
2041149,1052165
1987144,9365
1428190,1045356
1428189,1045356
12171,63459
2184469,4231
2184469,4232
1154995,210
1208236,210
1208236,102608
1208236,585535
1208236,866344
1208236,866345
1208236,866346
1204178,210
1069378,999629
675833,54444
